Country,Country & Area Code, Rate/Minute ($A) 
Belgium - Telenet Areas,321686, $0.17 
Belgium - Telenet Areas,321688, $0.17 
Belgium - Telenet Areas,321689, $0.17 
Belgium - Telenet Areas,321690, $0.17 
Belgium - Telenet Areas,321920, $0.17 
Belgium - Telenet Areas,321988, $0.17 
Belgium - Telenet Areas,321989, $0.17 
Belgium - Telenet Areas,32230, $0.17 
Belgium - Telenet Areas,322310, $0.17 
Belgium - Telenet Areas,322408, $0.17 
Belgium - Telenet Areas,322418, $0.17 
Belgium - Telenet Areas,322429, $0.17 
Belgium - Telenet Areas,322444, $0.17 
Belgium - Telenet Areas,322473, $0.17 
Belgium - Telenet Areas,32261, $0.17 
Belgium - Telenet Areas,322889, $0.17 
Belgium - Telenet Areas,323283, $0.17 
Belgium - Telenet Areas,323288, $0.17 
Belgium - Telenet Areas,323289, $0.17 
Belgium - Telenet Areas,323290, $0.17 
Belgium - Telenet Areas,323292, $0.17 
Belgium - Telenet Areas,323293, $0.17 
Belgium - Telenet Areas,323294, $0.17 
Belgium - Telenet Areas,323295, $0.17 
Belgium - Telenet Areas,323296, $0.17 
Belgium - Telenet Areas,323297, $0.17 
Belgium - Telenet Areas,323298, $0.17 
Belgium - Telenet Areas,323299, $0.17 
Belgium - Telenet Areas,323333, $0.17 
Belgium - Telenet Areas,323336, $0.17 
Belgium - Telenet Areas,323337, $0.17 
Belgium - Telenet Areas,323338, $0.17 
Belgium - Telenet Areas,323344, $0.17 
Belgium - Telenet Areas,323345, $0.17 
Belgium - Telenet Areas,32361, $0.17 
Belgium - Telenet Areas,323689, $0.17 
Belgium - Telenet Areas,324244, $0.17 
Belgium - Telenet Areas,324288, $0.17 
Belgium - Telenet Areas,324389, $0.17 
Belgium - Telenet Areas,325064, $0.17 
Belgium - Telenet Areas,325065, $0.17 
Belgium - Telenet Areas,325066, $0.17 
Belgium - Telenet Areas,325067, $0.17 
Belgium - Telenet Areas,325068, $0.17 
Belgium - Telenet Areas,325069, $0.17 
Belgium - Telenet Areas,325070, $0.17 
Belgium - Versatel Areas,321075, $0.17 
Belgium - Versatel Areas,321076, $0.17 
Belgium - Versatel Areas,321156, $0.17 
Belgium - Versatel Areas,321275, $0.17 
Belgium - Versatel Areas,321375, $0.17 
Belgium - Versatel Areas,321476, $0.17 
Belgium - Versatel Areas,321574, $0.17 
Belgium - Versatel Areas,321674, $0.17 
Belgium - Versatel Areas,321975, $0.17 
Belgium - Versatel Areas,322608, $0.17 
Belgium - Versatel Areas,322609, $0.17 
Belgium - Versatel Areas,322610, $0.17 
Belgium - Versatel Areas,322611, $0.17 
Belgium - Versatel Areas,322612, $0.17 
Belgium - Versatel Areas,322613, $0.17 
Belgium - Versatel Areas,323608, $0.17 
Belgium - Versatel Areas,323609, $0.17 
Belgium - Versatel Areas,323610, $0.17 
Belgium - Versatel Areas,323611, $0.17 
Belgium - Versatel Areas,323612, $0.17 
Belgium - Versatel Areas,324274, $0.17 
Belgium - Versatel Areas,324276, $0.17 
Belgium - Versatel Areas,324322, $0.17 
Belgium - Versatel Areas,325074, $0.17 
Belgium - Versatel Areas,325175, $0.17 
Belgium - Versatel Areas,325275, $0.17 
Belgium - Versatel Areas,325361, $0.17 
Belgium - Versatel Areas,325461, $0.17 
Belgium - Versatel Areas,325575, $0.17 
Belgium - Versatel Areas,325674, $0.17 
Belgium - Versatel Areas,325761, $0.17 
Belgium - Versatel Areas,325775, $0.17 
Belgium - Versatel Areas,325875, $0.17 
Belgium - Versatel Areas,325961, $0.17 
Belgium - Versatel Areas,326075, $0.17 
Belgium - Versatel Areas,326175, $0.17 
Belgium - Versatel Areas,326375, $0.17 
Belgium - Versatel Areas,326474, $0.17 
Belgium - Versatel Areas,326553, $0.17 
Belgium - Versatel Areas,326574, $0.17 
Belgium - Versatel Areas,326774, $0.17 
Belgium - Versatel Areas,326875, $0.17 
Belgium - Versatel Areas,326975, $0.17 
Belgium - Versatel Areas,327190, $0.17 
Belgium - Versatel Areas,3271940, $0.17 
Belgium - Versatel Areas,3271941, $0.17 
Belgium - Versatel Areas,3271943, $0.17 
Belgium - Versatel Areas,3271944, $0.17 
Belgium - Versatel Areas,3271945, $0.17 
Belgium - Versatel Areas,328075, $0.17 
Belgium - Versatel Areas,328166, $0.17 
Belgium - Versatel Areas,328275, $0.17 
Belgium - Versatel Areas,328375, $0.17 
Belgium - Versatel Areas,328475, $0.17 
Belgium - Versatel Areas,328575, $0.17 
Belgium - Versatel Areas,328675, $0.17 
Belgium - Versatel Areas,328775, $0.17 
Belgium - Versatel Areas,328974, $0.17 
Belgium - Versatel Areas,329261, $0.17 
Belgium - Versatel Areas,329262, $0.17 
Belgium - Versatel Areas,329351, $0.17 
Belize,501, $0.39 
Belize - Mobile,5016, $0.41 
Benin,229, $0.64 
Benin - Mobile - BBCOM,22992, $0.60 
Benin - Mobile - BBCOM,22993, $0.60 
Benin - Mobile - BBCOM Plus,2299229, $0.98 
Benin - Mobile - Globacom,22968, $0.71 
Benin - Mobile - Globacom,22998, $0.71 
Benin - Mobile - Globacom,22999, $0.71 
Benin - Mobile - Libercom,22990, $0.58 
Benin - Mobile - Moov,22960, $0.78 
Benin - Mobile - Moov,22963, $0.78 
Benin - Mobile - Moov,22964, $0.78 
Benin - Mobile - Moov,22965, $0.78 
Benin - Mobile - Moov,22994, $0.78 
Benin - Mobile - Moov,22995, $0.78 
Benin - Mobile - MTN,22991, $0.78 
Benin - Mobile - MTN,22969, $0.78 
Benin - Mobile - MTN,22961, $0.78 
Benin - Mobile - MTN,22962, $0.78 
Benin - Mobile - MTN,22966, $0.78 
Benin - Mobile - MTN,22967, $0.78 
Benin - Mobile - MTN,22996, $0.78 
Benin - Mobile - MTN,22997, $0.78 
Bermuda,1441, $0.07 
Bhutan,975, $0.18 
Bolivia,591, $0.19 
Bolivia - Cochabamba,59144, $0.18 
Bolivia - La Paz,59122, $0.18 
Bolivia - Mobile,591501, $0.38 
Bolivia - Mobile,591502, $0.38 
Bolivia - Mobile,5916, $0.38 
Bolivia - Mobile - Entel,59163, $0.38 
Bolivia - Mobile - Entel,59167, $0.38 
Bolivia - Mobile - Entel,59168, $0.38 
Bolivia - Mobile - Entel,59171, $0.38 
Bolivia - Mobile - Entel,59172, $0.38 
Bolivia - Mobile - Entel,59173, $0.38 
Bolivia - Mobile - Entel,59174, $0.38 
Bolivia - Mobile - Nuevatel,59160, $0.38 
Bolivia - Mobile - Nuevatel,59161, $0.38 
Bolivia - Mobile - Nuevatel,59165, $0.38 
Bolivia - Mobile - Nuevatel,59170, $0.38 
Bolivia - Mobile - Nuevatel,59179, $0.38 
Bolivia - Mobile - Tigo,59169, $0.38 
Bolivia - Mobile - Tigo,59175, $0.38 
Bolivia - Mobile - Tigo,59176, $0.38 
Bolivia - Mobile - Tigo,59177, $0.38 
Bolivia - Mobile - Tigo,59178, $0.38 
Bolivia - Rural,5912213, $0.38 
Bolivia - Rural,5913968, $0.38 
Bolivia - Rural,59122566, $0.38 
Bolivia - Rural,591397, $0.38 
Bolivia - Rural,59122567, $0.38 
Bolivia - Rural,591398, $0.38 
Bolivia - Rural,59122568, $0.38 
Bolivia - Rural,59142, $0.38 
Bolivia - Rural,59122569, $0.38 
Bolivia - Rural,5914413, $0.38 
Bolivia - Rural,59122570, $0.38 
Bolivia - Rural,5914434, $0.38 
Bolivia - Rural,59122598, $0.38 
Bolivia - Rural,5914438, $0.38 
Bolivia - Rural,59122599, $0.38 
Bolivia - Rural,5914457, $0.38 
Bolivia - Rural,59122755, $0.38 
Bolivia - Rural,59144627, $0.38 
Bolivia - Rural,59122756, $0.38 
Bolivia - Rural,59144628, $0.38 
Bolivia - Rural,59122757, $0.38 
Bolivia - Rural,59144629, $0.38 
Bolivia - Rural,59122758, $0.38 
Bolivia - Rural,59144645, $0.38 
Bolivia - Rural,59122759, $0.38 
Bolivia - Rural,59144646, $0.38 
Bolivia - Rural,59122875, $0.38 
Bolivia - Rural,5914477, $0.38 
Bolivia - Rural,59122876, $0.38 
Bolivia - Rural,5914478, $0.38 
Bolivia - Rural,59122877, $0.38 
Bolivia - Rural,5914480, $0.38 
Bolivia - Rural,59122878, $0.38 
Bolivia - Rural,59144825, $0.38 
Bolivia - Rural,59122879, $0.38 
Bolivia - Rural,59144826, $0.38 
Bolivia - Rural,59122895, $0.38 
Bolivia - Rural,59144827, $0.38 
Bolivia - Rural,59122896, $0.38 
Bolivia - Rural,59144828, $0.38 
Bolivia - Rural,59122897, $0.38 
Bolivia - Rural,59144829, $0.38 
Bolivia - Rural,59122898, $0.38 
Bolivia - Rural,5914483, $0.38 
Bolivia - Rural,59122899, $0.38 
Bolivia - Rural,5914485, $0.38 
Bolivia - Rural,5912513, $0.38 
Bolivia - Rural,5914486, $0.38 
Bolivia - Rural,591251995, $0.38 
Bolivia - Rural,5914487, $0.38 
Bolivia - Rural,591251996, $0.38 
Bolivia - Rural,59144885, $0.38 
Bolivia - Rural,591251997, $0.38 
Bolivia - Rural,59144886, $0.38 
Bolivia - Rural,591251998, $0.38 
Bolivia - Rural,59144887, $0.38 
Bolivia - Rural,591251999, $0.38 
Bolivia - Rural,59144888, $0.38 
Bolivia - Rural,5912529, $0.38 
Bolivia - Rural,59144889, $0.38 
Bolivia - Rural,591253, $0.38 
Bolivia - Rural,591449, $0.38 
Bolivia - Rural,591254, $0.38 
Bolivia - Rural,5914490, $0.38 
Bolivia - Rural,591255, $0.38 
Bolivia - Rural,5914491, $0.38 
Bolivia - Rural,5912582, $0.38 
Bolivia - Rural,5914492, $0.38 
Bolivia - Rural,5912583, $0.38 
Bolivia - Rural,5914493, $0.38 
Bolivia - Rural,5912584, $0.38 
Bolivia - Rural,5914494, $0.38 
Bolivia - Rural,5912585, $0.38 
Bolivia - Rural,5914496, $0.38 
Bolivia - Rural,5912586, $0.38 
Bolivia - Rural,5914497, $0.38 
Bolivia - Rural,5912587, $0.38 
Bolivia - Rural,5914498, $0.38 
Bolivia - Rural,5912588, $0.38 
Bolivia - Rural,5914499, $0.38 
Bolivia - Rural,5912589, $0.38 
Bolivia - Rural,59145, $0.38 
Bolivia - Rural,5912590, $0.38 
Bolivia - Rural,59146132, $0.38 
Bolivia - Rural,5912591, $0.38 
Bolivia - Rural,59146133, $0.38 
Bolivia - Rural,5912592, $0.38 
Bolivia - Rural,59146134, $0.38 
Bolivia - Rural,5912593, $0.38 
Bolivia - Rural,59146135, $0.38 
Bolivia - Rural,5912594, $0.38 
Bolivia - Rural,59146136, $0.38 
Bolivia - Rural,5912595, $0.38 
Bolivia - Rural,59146137, $0.38 
Bolivia - Rural,5912596, $0.38 
Bolivia - Rural,59146138, $0.38 
Bolivia - Rural,5912597, $0.38 
Bolivia - Rural,59146139, $0.38 
Bolivia - Rural,59126132, $0.38 
Bolivia - Rural,59146193, $0.38 
Bolivia - Rural,59126133, $0.38 
Bolivia - Rural,59146194, $0.38 
Bolivia - Rural,59126134, $0.38 
Bolivia - Rural,59146195, $0.38 
Bolivia - Rural,59126135, $0.38 
Bolivia - Rural,5914628, $0.38 
Bolivia - Rural,59126136, $0.38 
Bolivia - Rural,5914629, $0.38 
Bolivia - Rural,59126137, $0.38 
Bolivia - Rural,5914630, $0.38 
Bolivia - Rural,59126138, $0.38 
Bolivia - Rural,59146315, $0.38 
Bolivia - Rural,59126139, $0.38 
Bolivia - Rural,59146316, $0.38 
Bolivia - Rural,59126192, $0.38 
Bolivia - Rural,59146317, $0.38 
Bolivia - Rural,59126198, $0.38 
Bolivia - Rural,59146318, $0.38 
Bolivia - Rural,59126199, $0.38 
Bolivia - Rural,59146319, $0.38 
Bolivia - Rural,59126214, $0.38 
Bolivia - Rural,5914632, $0.38 
Bolivia - Rural,59126215, $0.38 
Bolivia - Rural,5914633, $0.38 
Bolivia - Rural,59126216, $0.38 
Bolivia - Rural,5914634, $0.38 
Bolivia - Rural,59126217, $0.38 
Bolivia - Rural,5914635, $0.38 
Bolivia - Rural,59126218, $0.38 
Bolivia - Rural,5914636, $0.38 
Bolivia - Rural,59126219, $0.38 
Bolivia - Rural,5914637, $0.38 
Bolivia - Rural,59126302, $0.38 
Bolivia - Rural,5914638, $0.38 
Bolivia - Rural,59126315, $0.38 
Bolivia - Rural,5914639, $0.38 
Bolivia - Rural,59126316, $0.38 
Bolivia - Rural,5914647, $0.38 
Bolivia - Rural,59126317, $0.38 
Bolivia - Rural,5914649, $0.38 
Bolivia - Rural,59126318, $0.38 
Bolivia - Rural,59146502, $0.38 
Bolivia - Rural,59126319, $0.38 
Bolivia - Rural,59146515, $0.38 
Bolivia - Rural,5912632, $0.38 
Bolivia - Rural,59146516, $0.38 
Bolivia - Rural,5912633, $0.38 
Bolivia - Rural,59146517, $0.38 
Bolivia - Rural,5912634, $0.38 
Bolivia - Rural,59146518, $0.38 
Bolivia - Rural,5912635, $0.38 
Bolivia - Rural,59146519, $0.38 
Bolivia - Rural,5912636, $0.38 
Bolivia - Rural,5914652, $0.38 
Bolivia - Rural,5912637, $0.38 
Bolivia - Rural,5914653, $0.38 
Bolivia - Rural,5912638, $0.38 
Bolivia - Rural,5914654, $0.38 
Bolivia - Rural,5912639, $0.38 
Bolivia - Rural,5914655, $0.38 
Bolivia - Rural,591264, $0.38 
Bolivia - Rural,5914656, $0.38 
Bolivia - Rural,591265, $0.38 
Bolivia - Rural,5914657, $0.38 
Bolivia - Rural,591266, $0.38 
Bolivia - Rural,5914658, $0.38 
Bolivia - Rural,591267, $0.38 
Bolivia - Rural,5914659, $0.38 
Bolivia - Rural,591268, $0.38 
Bolivia - Rural,5914672, $0.38 
Bolivia - Rural,5912690, $0.38 
Bolivia - Rural,5914677, $0.38 
Bolivia - Rural,5912691, $0.38 
Bolivia - Rural,5914678, $0.38 
Bolivia - Rural,5912692, $0.38 
Bolivia - Rural,5914679, $0.38 
Bolivia - Rural,5912693, $0.38 
Bolivia - Rural,5914680, $0.38 
Bolivia - Rural,5912694, $0.38 
Bolivia - Rural,5914681, $0.38 
Bolivia - Rural,5912696, $0.38 
Bolivia - Rural,5914682, $0.38 
Bolivia - Rural,5912697, $0.38 
Bolivia - Rural,5914683, $0.38 
Bolivia - Rural,59128, $0.38 
Bolivia - Rural,5914684, $0.38 
Bolivia - Rural,59132, $0.38 
Bolivia - Rural,5914685, $0.38 
Bolivia - Rural,5913313, $0.38 
Bolivia - Rural,5914686, $0.38 
Bolivia - Rural,5913323, $0.38 
Bolivia - Rural,5914687, $0.38 
Bolivia - Rural,59133736, $0.38 
Bolivia - Rural,59146932, $0.38 
Bolivia - Rural,59133737, $0.38 
Bolivia - Rural,59146933, $0.38 
Bolivia - Rural,59133738, $0.38 
Bolivia - Rural,59146934, $0.38 
Bolivia - Rural,59133739, $0.38 
Bolivia - Rural,59146935, $0.38 
Bolivia - Rural,59133760, $0.38 
Bolivia - Rural,59146936, $0.38 
Bolivia - Rural,59133761, $0.38 
Bolivia - Rural,59146937, $0.38 
Bolivia - Rural,59133762, $0.38 
Bolivia - Rural,59146938, $0.38 
Bolivia - Rural,591338228, $0.38 
Bolivia - Rural,59146939, $0.38 
Bolivia - Rural,591338229, $0.38 
Bolivia - Rural,59146961, $0.38 
Bolivia - Rural,59133823, $0.38 
Bolivia - Rural,59146962, $0.38 
Bolivia - Rural,591338408, $0.38 
Bolivia - Rural,59146963, $0.38 
Bolivia - Rural,591338409, $0.38 
Bolivia - Rural,59146964, $0.38 
Bolivia - Rural,591338418, $0.38 
Bolivia - Rural,59146965, $0.38 
Bolivia - Rural,591338419, $0.38 
Bolivia - Rural,59146966, $0.38 
Bolivia - Rural,591338528, $0.38 
Bolivia - Rural,59146967, $0.38 
Bolivia - Rural,591338529, $0.38 
Bolivia - Rural,59146968, $0.38 
Bolivia - Rural,591338538, $0.38 
Bolivia - Rural,59146969, $0.38 
Bolivia - Rural,591338539, $0.38 
Bolivia - Rural,5914697, $0.38 
Bolivia - Rural,591338838, $0.38 
Bolivia - Rural,5914698, $0.38 
Bolivia - Rural,591338839, $0.38 
Bolivia - Rural,5914699, $0.38 
Bolivia - Rural,59133884, $0.38 
Bolivia - Rural,59147, $0.38 
Bolivia - Rural,591341, $0.38 
Bolivia - Rural,5919, $0.38 
Bolivia - Rural,59134225, $0.38 
Bolivia - Rural,59134226, $0.38 
Bolivia - Rural,59134227, $0.38 
Bolivia - Rural,59134228, $0.38 
Bolivia - Rural,59134229, $0.38 
Bolivia - Rural,59134650, $0.38 
Bolivia - Rural,59134651, $0.38 
Bolivia - Rural,59134652, $0.38 
Bolivia - Rural,59134653, $0.38 
Bolivia - Rural,59134654, $0.38 
Bolivia - Rural,59134655, $0.38 
Bolivia - Rural,591346574, $0.38 
Bolivia - Rural,591346575, $0.38 
Bolivia - Rural,591346576, $0.38 
Bolivia - Rural,591346577, $0.38 
Bolivia - Rural,591346578, $0.38 
Bolivia - Rural,591346579, $0.38 
Bolivia - Rural,59134658, $0.38 
Bolivia - Rural,59134659, $0.38 
Bolivia - Rural,59134702, $0.38 
Bolivia - Rural,59134703, $0.38 
Bolivia - Rural,59134704, $0.38 
Bolivia - Rural,59134705, $0.38 
Bolivia - Rural,59134706, $0.38 
Bolivia - Rural,59134707, $0.38 
Bolivia - Rural,59134708, $0.38 
Bolivia - Rural,59134709, $0.38 
Bolivia - Rural,5913471, $0.38 
Bolivia - Rural,5913472, $0.38 
Bolivia - Rural,5913473, $0.38 
Bolivia - Rural,5913474, $0.38 
Bolivia - Rural,5913475, $0.38 
Bolivia - Rural,5913476, $0.38 
Bolivia - Rural,5913477, $0.38 
Bolivia - Rural,5913478, $0.38 
Bolivia - Rural,5913479, $0.38 
Bolivia - Rural,5913480, $0.38 
Bolivia - Rural,5913481, $0.38 
Bolivia - Rural,5913482, $0.38 
Bolivia - Rural,5913483, $0.38 
Bolivia - Rural,5913484, $0.38 
Bolivia - Rural,5913485, $0.38 
Bolivia - Rural,591364, $0.38 
Bolivia - Rural,59137, $0.38 
Bolivia - Rural,5913825, $0.38 
Bolivia - Rural,5913826, $0.38 
Bolivia - Rural,5913830, $0.38 
Bolivia - Rural,5913831, $0.38 
Bolivia - Rural,5913832, $0.38 
Bolivia - Rural,5913833, $0.38 
Bolivia - Rural,5913834, $0.38 
Bolivia - Rural,5913835, $0.38 
Bolivia - Rural,5913836, $0.38 
Bolivia - Rural,5913837, $0.38 
Bolivia - Rural,5913838, $0.38 
Bolivia - Rural,5913839, $0.38 
Bolivia - Rural,591384290, $0.38 
Bolivia - Rural,591384293, $0.38 
Bolivia - Rural,591384294, $0.38 
Bolivia - Rural,591384295, $0.38 
Bolivia - Rural,591384299, $0.38 
Bolivia - Rural,59138430, $0.38 
Bolivia - Rural,59138431, $0.38 
Bolivia - Rural,591384605, $0.38 
Bolivia - Rural,591384606, $0.38 
Bolivia - Rural,591384607, $0.38 
Bolivia - Rural,591384608, $0.38 
Bolivia - Rural,5913851, $0.38 
Bolivia - Rural,5913852, $0.38 
Bolivia - Rural,5913853, $0.38 
Bolivia - Rural,5913854, $0.38 
Bolivia - Rural,5913855, $0.38 
Bolivia - Rural,5913856, $0.38 
Bolivia - Rural,5913857, $0.38 
Bolivia - Rural,5913858, $0.38 
Bolivia - Rural,5913859, $0.38 
Bolivia - Rural,591386, $0.38 
Bolivia - Rural,591387, $0.38 
Bolivia - Rural,591388, $0.38 
Bolivia - Rural,5913890, $0.38 
Bolivia - Rural,5913891, $0.38 
Bolivia - Rural,5913892, $0.38 
Bolivia - Rural,5913893, $0.38 
Bolivia - Rural,5913894, $0.38 
Bolivia - Rural,5913895, $0.38 
Bolivia - Rural,5913896, $0.38 
Bolivia - Rural,59139234, $0.38 
Bolivia - Rural,59139235, $0.38 
Bolivia - Rural,59139236, $0.38 
Bolivia - Rural,59139237, $0.38 
Bolivia - Rural,59139238, $0.38 
Bolivia - Rural,59139239, $0.38 
Bolivia - Rural,59139243, $0.38 
Bolivia - Rural,59139248, $0.38 
Bolivia - Rural,59139249, $0.38 
Bolivia - Rural,5913925, $0.38 
Bolivia - Rural,59139266, $0.38 
Bolivia - Rural,59139267, $0.38 
Bolivia - Rural,59139268, $0.38 
Bolivia - Rural,59139269, $0.38 
Bolivia - Rural,5913927, $0.38 
Bolivia - Rural,59139280, $0.38 
Bolivia - Rural,59139281, $0.38 
Bolivia - Rural,59139282, $0.38 
Bolivia - Rural,59139283, $0.38 
Bolivia - Rural,59139284, $0.38 
Bolivia - Rural,59139285, $0.38 
Bolivia - Rural,5913929, $0.38 
Bolivia - Rural,59139306, $0.38 
Bolivia - Rural,59139307, $0.38 
Bolivia - Rural,59139308, $0.38 
Bolivia - Rural,59139309, $0.38 
Bolivia - Rural,5913931, $0.38 
Bolivia - Rural,5913932, $0.38 
Bolivia - Rural,5913933, $0.38 
Bolivia - Rural,5913934, $0.38 
Bolivia - Rural,5913935, $0.38 
Bolivia - Rural,5913936, $0.38 
Bolivia - Rural,5913937, $0.38 
Bolivia - Rural,5913940, $0.38 
Bolivia - Rural,5913942, $0.38 
Bolivia - Rural,5913944, $0.38 
Bolivia - Rural,5913946, $0.38 
Bolivia - Rural,5913947, $0.38 
Bolivia - Rural,5913948, $0.38 
Bolivia - Rural,591395, $0.38 
Bolivia - Rural,5913961, $0.38 
Bolivia - Rural,59139624, $0.38 
Bolivia - Rural,59139625, $0.38 
Bolivia - Rural,59139626, $0.38 
Bolivia - Rural,59139627, $0.38 
Bolivia - Rural,59139628, $0.38 
Bolivia - Rural,59139629, $0.38 
Bolivia - Rural,5913963, $0.38 
Bolivia - Rural,5913964, $0.38 
Bolivia - Rural,5913965, $0.38 
Bolivia - Rural,5913966, $0.38 
Bolivia - Rural,5913967, $0.38 
Bolivia - Santa Cruz,59133, $0.18 
Bosnia,387, $0.58 
Bosnia - BHT,3873767, $0.78 
Bosnia - BHT,3873768, $0.78 
Bosnia - BHT,3873769, $0.78 
Bosnia - BHT,3873771, $0.78 
Bosnia - BHT,3873772, $0.78 
Bosnia - BHT,3873777, $0.78 
Bosnia - BHT,3873788, $0.78 
Bosnia - BHT,3873822, $0.78 
Bosnia - BHT,3873823, $0.78 
Bosnia - BHT,3873824, $0.78 
Bosnia - BHT,3873829, $0.78 
Bosnia - BHT,3873851, $0.78 
Bosnia - BHT,3873879, $0.78 
Bosnia - BHT,3873882, $0.78 
Bosnia - BHT,38739511, $0.78 
Bosnia - BHT,3874950, $0.78 
Bosnia - BHT,3874951, $0.78 
Bosnia - BHT,3874952, $0.78 
Bosnia - BHT,3874958, $0.78 
Bosnia - BHT,3874959, $0.78 
Bosnia - BHT,38750991, $0.78 
Bosnia - BHT,38751991, $0.78 
Bosnia - BHT,38752991, $0.78 
Bosnia - BHT,38753991, $0.78 
Bosnia - BHT,38753992, $0.78 
Bosnia - BHT,38754911, $0.78 
Bosnia - BHT,38755991, $0.78 
Bosnia - BHT,38755992, $0.78 
Bosnia - BHT,38756991, $0.78 
Bosnia - BHT,38757991, $0.78 
Bosnia - BHT,38758991, $0.78 
Bosnia - BHT,38759991, $0.78 
Bosnia - BHT,3877020, $0.78 
Bosnia - BHT,3877021, $0.78 
Bosnia - BHT,3877022, $0.78 
Bosnia - BHT,3877023, $0.78 
Bosnia - BHT,3877024, $0.78 
Bosnia - BHT,3877025, $0.78 
Bosnia - BHT,3877026, $0.78 
Bosnia - BHT,3873020, $0.78 
Bosnia - BHT,3873024, $0.78 
Bosnia - BHT,3873025, $0.78 
Bosnia - BHT,3873026, $0.78 
Bosnia - BHT,3873027, $0.78 
Bosnia - BHT,3873028, $0.78 
Bosnia - BHT,3873029, $0.78 
Bosnia - BHT,3873050, $0.78 
Bosnia - BHT,3873051, $0.78 
Bosnia - BHT,3873052, $0.78 
Bosnia - BHT,3873053, $0.78 
Bosnia - BHT,3873054, $0.78 
Bosnia - BHT,3873056, $0.78 
Bosnia - BHT,3873059, $0.78 
Bosnia - BHT,3873061, $0.78 
Bosnia - BHT,3873083, $0.78 
Bosnia - BHT,38731511, $0.78 
Bosnia - BHT,3873220, $0.78 
Bosnia - BHT,3873222, $0.78 
Bosnia - BHT,3873224, $0.78 
Bosnia - BHT,3873240, $0.78 
Bosnia - BHT,3873241, $0.78 
Bosnia - BHT,3873242, $0.78 
Bosnia - BHT,3873243, $0.78 
Bosnia - BHT,3873244, $0.78 
Bosnia - BHT,3873245, $0.78 
Bosnia - BHT,3873246, $0.78 
Bosnia - BHT,3873255, $0.78 
Bosnia - BHT,3873259, $0.78 
Bosnia - BHT,3873260, $0.78 
Bosnia - BHT,3873261, $0.78 
Bosnia - BHT,3873265, $0.78 
Bosnia - BHT,3873266, $0.78 
Bosnia - BHT,3873267, $0.78 
Bosnia - BHT,3873268, $0.78 
Bosnia - BHT,3873269, $0.78 
Bosnia - BHT,3873272, $0.78 
Bosnia - BHT,3873273, $0.78 
Bosnia - BHT,3873274, $0.78 
Bosnia - BHT,3873277, $0.78 
Bosnia - BHT,3873278, $0.78 
Bosnia - BHT,3873282, $0.78 
Bosnia - BHT,3873284, $0.78 
Bosnia - BHT,3873285, $0.78 
Bosnia - BHT,3873286, $0.78 
Bosnia - BHT,3873287, $0.78 
Bosnia - BHT,387332, $0.78 
Bosnia - BHT,387334, $0.78 
Bosnia - BHT,387335, $0.78 
Bosnia - BHT,387336, $0.78 
Bosnia - BHT,3873370, $0.78 
Bosnia - BHT,3873371, $0.78 
Bosnia - BHT,3873372, $0.78 
Bosnia - BHT,3873373, $0.78 
Bosnia - BHT,3873375, $0.78 
